Word,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Freq_dom_PoS_SUBTLEX
unhindered,Adjective,1,Adjective,1,1
unhinge,Verb,1,Verb,1,1
unhinged,Verb,1,Verb,12,12
unhinges,Verb,1,Verb,1,1
unhinging,Verb,1,Verb,1,1
unhip,Noun,0.67,Noun.Verb,2.1,2
unhitch,Verb,1,Verb,7,7
unhitched,Verb,1,Verb,2,2
unhitching,Verb,1,Verb,2,2
unhittable,Adjective,1,Adjective,2,2
unholy,Adjective,1,Adjective,68,68
unhonoured,Adjective,1,Adjective,1,1
unhook,Verb,1,Verb,44,44
unhooked,Verb,0.9,Verb.Adjective,9.1,9
unhooking,Verb,1,Verb,3,3
unhooks,Verb,1,Verb,2,2
unhorse,Verb,1,Verb,4,4
unhorsed,Adjective,1,Adjective,2,2
unhuman,Noun,1,Noun,1,1
unhung,Verb,1,Verb,1,1
unhurriedly,Adverb,1,Adverb,1,1
unhurt,Adjective,1,Adjective,5,5
unhygienic,Adjective,1,Adjective,3,3
unhypnotised,Adjective,1,Adjective,2,2
unhypnotising,Verb,1,Verb,1,1
uni,Noun,0.83,Noun.Name.Adjective,10.1.1,10
unicell,Noun,1,Noun,1,1
unicellular,Adjective,1,Adjective,1,1
unicorn,Noun,0.99,Noun.Name,125.1,125
unicorns,Noun,1,Noun,62,62
unicycle,Noun,1,Noun,11,11
unicyclist,Noun,1,Noun,1,1
unidentifiable,Adjective,1,Adjective,6,6
unidentified,Adjective,1,Adjective,187,187
unidirectional,Adjective,1,Adjective,1,1
unification,Noun,1,Noun,83,83
unified,Adjective,0.73,Adjective.Verb,43.16,43
unifies,Verb,1,Verb,2,2
unifocal,Adjective,1,Adjective,1,1
uniform,Noun,0.92,Noun.Adjective,1165.1,1165
uniformed,Adjective,1,Adjective,29,29
uniformity,Noun,1,Noun,4,4
uniformly,Adverb,1,Adverb,6,6
uniforms,Noun,1,Noun,402,402
unify,Verb,1,Verb,14,14
unifying,Adjective,0.89,Adjective.Verb,8.1,8
unilateral,Adjective,1,Adjective,15,15
unilaterally,Adverb,1,Adverb,15,15
unimaginable,Adjective,1,Adjective,47,47
unimaginably,Adverb,1,Adverb,8,8
unimaginative,Adjective,1,Adjective,15,15
unimpaired,Adjective,1,Adjective,2,2
unimpeachable,Adjective,1,Adjective,7,7
unimpeachably,Adverb,1,Adverb,1,1
unimpeded,Adjective,1,Adjective,4,4
unimportance,Noun,1,Noun,3,3
unimportant,Adjective,1,Adjective,124,124
unimpressed,Adjective,1,Adjective,16,16
unimpressive,Adjective,1,Adjective,12,12
unimprinted,Adjective,1,Adjective,1,1
unimproved,Adjective,1,Adjective,1,1
unindicted,Adjective,1,Adjective,1,1
uninfected,Adjective,1,Adjective,1,1
uninformed,Adjective,1,Adjective,15,15
uninhabitable,Adjective,1,Adjective,16,16
uninhabited,Adjective,1,Adjective,24,24
uninhibited,Adjective,1,Adjective,12,12
uninhibitedly,Adverb,1,Adverb,1,1
uninitiated,Adjective,1,Adjective,1,1
uninjured,Adjective,1,Adjective,5,5
uninspected,Adjective,1,Adjective,2,2
uninspired,Adjective,1,Adjective,18,18
uninspiring,Adjective,1,Adjective,10,10
uninstalling,Verb,1,Verb,1,1
uninsurable,Name,0.5,Name.Adjective,1.1,1
uninsured,Adjective,1,Adjective,16,16
unintelligent,Adjective,1,Adjective,11,11
unintelligible,Adjective,0.96,Adjective.Name,24.1,24
unintelligibly,Adverb,1,Adverb,3,3
unintended,Adjective,1,Adjective,10,10
unintentional,Adjective,1,Adjective,21,21
unintentionally,Adverb,1,Adverb,20,20
uninterested,Adjective,1,Adjective,5,5
uninteresting,Adjective,1,Adjective,16,16
uninterrupted,Adjective,1,Adjective,27,27
uninterruptedly,Adverb,1,Adverb,1,1
unintimidated,Adjective,1,Adjective,1,1
uninvite,Noun,1,Noun,6,6
uninvited,Adjective,1,Adjective,71,71
uninviting,Adjective,1,Adjective,2,2
uninvolved,Adjective,1,Adjective,11,11
union,Noun,0.82,Noun.Name,906.204,906
unionise,Verb,1,Verb,1,1
unionism,Noun,1,Noun,2,2
unionist,Noun,1,Noun,1,1
unionists,Noun,1,Noun,3,3
unionize,Verb,1,Verb,5,5
unionizes,Verb,1,Verb,1,1
unionizing,Verb,1,Verb,1,1
unions,Noun,1,Noun,71,71
unique,Adjective,1,Adjective,693,693
uniquely,Adverb,1,Adverb,37,37
uniqueness,Noun,1,Noun,18,18
unis,Noun,0.92,Noun.Name,11.1,11
unisex,Noun,0.89,Noun.Verb,31.4,31
unison,Noun,0.95,Noun.Adjective,20.1,20
unit,Noun,1,Noun.Name,1844.1,1844
unitarian,Adjective,0.88,Adjective.Noun,7.1,7
unite,Verb,1,Verb,155,155
united,Name,0.73,Name.Adjective.Verb,1864.551.148,1864
unites,Verb,1,Verb,27,27
unities,Noun,1,Noun,1,1
uniting,Verb,0.8,Verb.Adjective,12.3,12
units,Noun,1,Noun.Verb,1029.1,1029
unity,Noun,0.99,Noun.Name,137.2,137
universal,Adjective,1,Adjective,298,298
universalia,Noun,1,Noun,1,1
universalises,Verb,1,Verb,1,1
universalist,Adjective,1,Adjective,1,1
universally,Adverb,1,Adverb,27,27
universals,Noun,1,Noun,1,1
universe,Noun,0.98,Noun.Name,1269.2,1269
universes,Noun,0.91,Noun.Name,21.2,21
universities,Noun,1,Noun,71,71
university,Noun,1,Noun.Name,1204.2,1204
unix,Noun,1,Noun,17,17
unjam,Verb,0.67,Verb.Name,2.1,2
unjammed,Adjective,1,Adjective,1,1
unjoint,Verb,1,Verb,1,1
unjudged,Adjective,1,Adjective,1,1
unjust,Adjective,1,Adjective,58,58
unjustifiably,Adverb,1,Adverb,2,2
unjustified,Adjective,1,Adjective,8,8
unjustifiedly,Adverb,1,Adverb,1,1
unjustly,Adverb,1,Adverb,26,26
unkempt,Adjective,1,Adjective,12,12
unkenneled,Adjective,1,Adjective,2,2
unkillable,Adjective,1,Adjective,3,3
unkilled,Adjective,1,Adjective,1,1
unkind,Adjective,1,Adjective,71,71
unkindest,Adjective,1,Adjective,2,2
unkindly,Adverb,1,Adverb,5,5
unkindness,Noun,1,Noun,5,5
unkissed,Adjective,1,Adjective,2,2
unknit,Verb,1,Verb,1,1
unknow,Verb,1,Verb,3,3
unknowable,Adjective,1,Adjective,10,10
unknowing,Adjective,1,Adjective,13,13
unknowingly,Adverb,1,Adverb,18,18
unknown,Adjective,1,Adjective,774,774
unknowns,Noun,1,Noun,13,13
unlace,Verb,1,Verb,1,1
unlacing,Verb,1,Verb,1,1
unladylike,Adjective,1,Adjective,8,8
unlamented,Adjective,1,Adjective,1,1
unlatch,Verb,1,Verb,3,3
unlatched,Verb,0.5,Verb.Adjective,2.2,2
unlawful,Adjective,1,Adjective,39,39
unlawfully,Adverb,1,Adverb,9,9
unlax,Verb,1,Verb,1,1
unleaded,Adjective,1,Adjective,18,18
unlearn,Verb,1,Verb,4,4
unlearning,Verb,1,Verb,1,1
unlearnt,Noun,1,Noun,1,1
unleash,Verb,1,Verb,85,85
unleashed,Verb,0.98,Verb.Adjective,51.1,51
unleashes,Verb,1,Verb,13,13
unleashing,Verb,0.82,Verb.Name.Adjective,14.2.1,14
unleavened,Adjective,1,Adjective,1,1
unless,Conjunction,1,Conjunction,5781,5781
unlessoned,Adjective,1,Adjective,1,1
unliberated,Adjective,1,Adjective,1,1
unlicensed,Adjective,1,Adjective,20,20
unlifted,Adjective,1,Adjective,1,1
unlighted,Adjective,1,Adjective,2,2
unlikable,Adjective,1,Adjective,9,9
unlike,Preposition,0.59,Preposition.Adjective,313.217,313
unlikeable,Adjective,1,Adjective,2,2
unlikeliest,Adjective,1,Adjective,4,4
unlikelihood,Noun,1,Noun,2,2
unlikely,Adjective,1,Adjective,256,256
unlimber,Noun,1,Noun,1,1
unlimited,Adjective,1,Adjective,143,143
unlineal,Adjective,1,Adjective,2,2
unlink,Verb,1,Verb,1,1
unlist,Noun,1,Noun,1,1
unlisted,Adjective,1,Adjective,48,48
unlit,Adjective,1,Adjective,3,3
unlivable,Adjective,1,Adjective,3,3
unlived,Adjective,1,Adjective,4,4
unliving,Verb,0.67,Verb.Noun,2.1,2
unload,Verb,1,Verb,235,235
unloaded,Verb,0.92,Verb.Adjective,67.6,67
unloading,Verb,0.74,Verb.Noun.Adjective.Name,66.18.3.2,66
unloads,Verb,1,Verb,9,9
unlock,Verb,1,Verb,279,279
unlocked,Verb,0.96,Verb.Adjective,188.7,188
unlocking,Verb,1,Verb,31,31
unlocks,Verb,1,Verb,17,17
unlogged,Adjective,1,Adjective,1,1
unlonely,Adverb,1,Adverb,1,1
unlooked,Adjective,1,Adjective,1,1
unloose,Noun,1,Noun,1,1
unloosed,Adjective,1,Adjective,1,1
unloosen,Noun,1,Noun,4,4
unlovable,Adjective,1,Adjective,5,5
unloveable,Adjective,1,Adjective,1,1
unloved,Adjective,1,Adjective,18,18
unlovely,Adjective,1,Adjective,2,2
unloving,Adjective,1,Adjective,2,2
unloyal,Adjective,1,Adjective,1,1
unlubricated,Adjective,1,Adjective,3,3
unluck,Noun,1,Noun,1,1
unluckier,Adjective,1,Adjective,1,1
unluckiest,Adjective,1,Adjective,7,7
unluckily,Adverb,1,Adverb,4,4
unluckly,Adverb,1,Adverb,1,1
unlucky,Adjective,1,Adjective,210,210
unmade,Adjective,0.54,Adjective.Verb,7.6,7
unmaidenly,Adverb,1,Adverb,1,1
unmake,Verb,1,Verb,5,5
unmaking,Verb,1,Verb,1,1
unman,Verb,1,Verb,1,1
unmanageable,Adjective,1,Adjective,9,9
unmanliness,Noun,1,Noun,1,1
unmanly,Adjective,1,Adjective,7,7
unmanned,Adjective,1,Adjective,29,29
unmanner,Name,1,Name,3,3
unmannered,Adjective,1,Adjective,2,2
unmannerly,Adjective,1,Adjective,3,3
unmapped,Adjective,1,Adjective,3,3
unmarked,Adjective,1,Adjective,70,70
unmarketable,Adjective,1,Adjective,1,1
unmarriable,Adjective,1,Adjective,1,1
unmarried,Adjective,1,Adjective,104,104
unmarvelous,Adjective,1,Adjective,1,1
unmasculine,Verb,1,Verb,1,1
unmask,Verb,0.93,Verb.Noun,13.1,13
unmasked,Verb,1,Verb,11,11
unmasking,Verb,0.5,Verb.Noun,2.2,2
unmasks,Verb,1,Verb,2,2
unmatched,Adjective,1,Adjective,7,7
unmatching,Verb,0.5,Verb.Adjective,1.1,1
unmaterialistic,Adjective,1,Adjective,2,2
unmeddle,Verb,1,Verb,1,1
unmedicated,Adjective,1,Adjective,3,3
unmeet,Noun,1,Noun,1,1
unmellowed,Adjective,1,Adjective,1,1
unmeltable,Adjective,1,Adjective,1,1
unmelted,Adjective,1,Adjective,1,1
unmended,Adjective,1,Adjective,2,2
unmentionable,Adjective,1,Adjective,10,10
unmentionables,Noun,0.9,Noun.Name,9.1,9
unmentioned,Adjective,1,Adjective,2,2
unmerciful,Adjective,1,Adjective,5,5
unmercifully,Adverb,1,Adverb,3,3
unmet,Adjective,1,Adjective,1,1
unmilitary,Adjective,0.78,Adjective.Noun,7.2,7
unmilled,Adjective,1,Adjective,1,1
unmissable,Adjective,1,Adjective,1,1
unmissed,Adjective,1,Adjective,1,1
unmistakable,Adjective,1,Adjective,44,44
unmistakably,Adverb,1,Adverb,4,4
unmitigated,Adjective,1,Adjective,25,25
unmixed,Adjective,1,Adjective,1,1
unmodern,Verb,1,Verb,1,1
unmodified,Adjective,1,Adjective,2,2
unmolested,Adjective,1,Adjective,2,2
unmonitored,Adjective,1,Adjective,1,1
unmoor,Verb,1,Verb,1,1
unmotivated,Adjective,1,Adjective,8,8
unmould,Verb,1,Verb,1,1
unmount,Verb,1,Verb,2,2
unmounted,Adjective,1,Adjective,2,2
unmoving,Adjective,1,Adjective,1,1
unmusical,Adjective,1,Adjective,1,1
unn,Verb,1,Verb,1,1
unnamable,Adjective,1,Adjective,5,5
unnameable,Adjective,1,Adjective,2,2
unnamed,Adjective,1,Adjective,25,25
unnatural,Adjective,1,Adjective,141,141
unnaturally,Adverb,1,Adverb,6,6
unnavigable,Adjective,1,Adjective,1,1
unnecessarily,Adverb,1,Adverb,41,41
unnecessary,Adjective,1,Adjective,318,318
unneeded,Adjective,1,Adjective,3,3
unnerve,Verb,1,Verb,8,8
unnerved,Verb,1,Verb,19,19
unnerving,Verb,0.44,Verb.Adjective.Noun,8.6.4,8
unnormal,Adjective,1,Adjective,1,1
unnoticeable,Adjective,1,Adjective,1,1
unnoticed,Adjective,1,Adjective,62,62
unnumbered,Adjective,1,Adjective,5,5
unobserved,Adjective,1,Adjective,7,7
unobstructed,Adjective,1,Adjective,7,7
unobtainable,Adjective,1,Adjective,6,6
unobtrusive,Adjective,1,Adjective,17,17
unobtrusively,Adverb,1,Adverb,4,4
unobvious,Adjective,1,Adjective,1,1
unoccupied,Adjective,1,Adjective,17,17
unofficial,Adjective,1,Adjective,50,50
unofficially,Adverb,1,Adverb,38,38
unopened,Adjective,1,Adjective,28,28
unopinionated,Adjective,1,Adjective,2,2
unopposed,Adjective,1,Adjective,12,12
unordained,Adjective,1,Adjective,2,2
unorganized,Adjective,1,Adjective,5,5
unoriginal,Adjective,0.9,Adjective.Name,9.1,9
unoriginality,Noun,1,Noun,1,1
unornamented,Adjective,1,Adjective,1,1
unorthodox,Adjective,1,Adjective,73,73
unowned,Adjective,1,Adjective,1,1
unpack,Verb,1,Verb,165,165
unpacked,Verb,0.97,Verb.Adjective,57.2,57
unpacking,Verb,0.86,Verb.Noun,49.8,49
unpaid,Adjective,1,Adjective,51,51
unpainted,Adjective,1,Adjective,6,6
unpalatable,Adjective,1,Adjective,2,2
unparalleled,Adjective,1,Adjective,29,29
unparalyzed,Adjective,1,Adjective,1,1
unpardonable,Adjective,1,Adjective,8,8
unpardonably,Adverb,1,Adverb,1,1
unparliamentary,Adjective,1,Adjective,1,1
unpassable,Adjective,1,Adjective,7,7
unpatriotic,Adjective,1,Adjective,13,13
unpatrolled,Adjective,1,Adjective,2,2
unpaved,Adjective,1,Adjective,3,3
unpeel,Verb,0.5,Verb.Noun,1.1,1
unpeeled,Adjective,1,Adjective,2,2
unperceptive,Adjective,1,Adjective,1,1
unperson,Noun,1,Noun,3,3
unperturbed,Adjective,1,Adjective,1,1
unperverted,Adjective,1,Adjective,1,1
unphased,Adjective,1,Adjective,1,1
unphotographable,Adjective,1,Adjective,3,3
unpick,Verb,1,Verb,2,2
unpickable,Adjective,1,Adjective,3,3
unpin,Noun,1,Noun,3,3
unplan,Adjective,1,Adjective,1,1
unplanned,Adjective,1,Adjective,9,9
unpleasant,Adjective,1,Adjective,308,308
unpleasantly,Adverb,1,Adverb,2,2
unpleasantness,Noun,1,Noun,29,29
unpleasantries,Noun,1,Noun,2,2
unpleasing,Adjective,1,Adjective,1,1
unplucked,Adjective,1,Adjective,2,2
unplug,Verb,1,Verb,44,44
unplugged,Adjective,1,Adjective,43,43
unplugging,Verb,1,Verb,6,6
unplugs,Verb,1,Verb,3,3
unplundered,Adjective,1,Adjective,1,1
unpocket,Noun,1,Noun,1,1
unpoignard,Noun,1,Noun,1,1
unpolish,Adjective,1,Adjective,1,1
unpolished,Adjective,1,Adjective,8,8
unpolluted,Adjective,1,Adjective,3,3
unpopular,Adjective,1,Adjective,66,66
unpopularity,Noun,1,Noun,2,2
unpopulated,Adjective,1,Adjective,3,3
unpowdered,Adjective,1,Adjective,1,1
unpractical,Adjective,1,Adjective,2,2
unpracticed,Adjective,1,Adjective,1,1
unpractised,Adjective,1,Adjective,1,1
unprecedented,Adjective,1,Adjective,80,80
unprecedentedly,Adverb,1,Adverb,1,1
unprecedentedness,#N/A,#N/A,#N/A,#N/A,#N/A
unpredict,Verb,1,Verb,1,1
unpredictability,Noun,1,Noun,9,9
unpredictable,Adjective,1,Adjective,175,175
unpredictableness,Noun,1,Noun,1,1
unpredictably,Adverb,1,Adverb,8,8
unpregnant,Adjective,1,Adjective,1,1
unprejudiced,Adjective,1,Adjective,3,3
unpremeditated,Adjective,1,Adjective,7,7
unprepared,Adjective,1,Adjective,78,78
unpreparedness,Noun,1,Noun,2,2
unprepossessing,Adjective,1,Adjective,4,4
unpresentable,Adjective,1,Adjective,3,3
unpreserved,Adjective,1,Adjective,1,1
unpressed,Adjective,1,Adjective,1,1
unpretending,Adjective,1,Adjective,1,1
unpretentious,Adjective,1,Adjective,9,9
unpretty,Adjective,1,Adjective,2,2
unpriestly,Adverb,1,Adverb,2,2
unprincipled,Adjective,1,Adjective,16,16
unprintable,Adjective,1,Adjective,3,3
unprocessed,Adjective,1,Adjective,1,1
unproduced,Adjective,1,Adjective,5,5
unproductive,Adjective,1,Adjective,14,14
unprofessional,Adjective,1,Adjective,77,77
unprofessionally,Adverb,1,Adverb,1,1
unprofitable,Adjective,1,Adjective,4,4
unprogressive,Adjective,1,Adjective,1,1
unpromising,Adjective,1,Adjective,3,3
unprompted,Adjective,1,Adjective,1,1
unpronounceable,Adjective,1,Adjective,4,4
unprotected,Adjective,0.98,Adjective.Noun,62.1,62
unprovable,Adjective,1,Adjective,3,3
unproved,Adjective,1,Adjective,1,1
unproven,Adjective,0.7,Adjective.Verb,7.3,7
unprovoked,Adjective,1,Adjective,24,24
unpublishable,Adjective,1,Adjective,1,1
unpublished,Adjective,1,Adjective,12,12
unpunctual,Adjective,1,Adjective,1,1
unpunctuality,Noun,1,Noun,1,1
unpunished,Adjective,1,Adjective,36,36
unpunishedly,Adverb,1,Adverb,1,1
unpurchased,Adjective,1,Adjective,1,1
unpure,Verb,1,Verb,4,4
unqualified,Adjective,1,Adjective,27,27
unqualifiedly,Adverb,1,Adverb,1,1
unquenchable,Adjective,1,Adjective,12,12
unquestionable,Adjective,1,Adjective,2,2
unquestionably,Adverb,1,Adverb,15,15
unquestioned,Adjective,1,Adjective,13,13
unquestioning,Adjective,1,Adjective,6,6
unquestioningly,Adverb,1,Adverb,1,1
unquiet,Adjective,1,Adjective,2,2
unquote,Verb,0.82,Verb.Noun.Name,31.6.1,31
unranked,Adjective,1,Adjective,3,3
unrated,Adjective,1,Adjective,1,1
unravel,Verb,1,Verb,50,50
unraveled,Adjective,1,Adjective,12,12
unraveling,Verb,1,Verb,13,13
unravelled,Verb,1,Verb,4,4
unravelling,Verb,0.63,Verb.Noun,5.3,5
unravels,Verb,1,Verb,9,9
unreachable,Adjective,1,Adjective,22,22
unread,Adjective,1,Adjective,5,5
unreadable,Adjective,1,Adjective,6,6
unreal,Adjective,1,Adjective,127,127
unrealistic,Adjective,1,Adjective,56,56
unreality,Noun,1,Noun,5,5
unrealized,Adjective,1,Adjective,2,2
unreason,Noun,1,Noun,2,2
unreasonable,Adjective,1,Adjective,194,194
unreasonableness,Noun,1,Noun,1,1
unreasonably,Adverb,1,Adverb,9,9
unreasoned,Adjective,1,Adjective,1,1
unreasoning,Adjective,1,Adjective,4,4
unreclaimed,Adjective,1,Adjective,1,1
unrecognisable,Adjective,1,Adjective,2,2
unrecognised,Adjective,1,Adjective,2,2
unrecognizable,Adjective,1,Adjective,14,14
unrecognized,Adjective,1,Adjective,6,6
unreconstructed,Adjective,1,Adjective,2,2
unrecorded,Adjective,1,Adjective,3,3
unrecoverable,Adjective,1,Adjective,3,3
unrecovered,Adjective,1,Adjective,1,1
unredeemable,Adjective,1,Adjective,2,2
unredeemed,Adjective,1,Adjective,1,1
unredeeming,Verb,1,Verb,1,1
unreel,Verb,1,Verb,1,1
unrefined,Adjective,1,Adjective,12,12
unrefrigerated,Adjective,1,Adjective,2,2
unrefusable,Adjective,1,Adjective,1,1
unrefuted,Adjective,1,Adjective,2,2
unregal,Adjective,1,Adjective,1,1
unregarded,Adjective,1,Adjective,1,1
unregenerated,Adjective,1,Adjective,1,1
unregenerately,Adverb,1,Adverb,1,1
unregistered,Adjective,1,Adjective,17,17
unregulated,Adjective,1,Adjective,6,6
unrehearsed,Adjective,1,Adjective,5,5
unreinforced,Adjective,1,Adjective,1,1
unrelated,Adjective,1,Adjective,54,54
unrelaxed,Adjective,1,Adjective,1,1
unreleased,Adjective,1,Adjective,2,2
unrelenting,Adjective,1,Adjective,23,23
unrelentingly,Adverb,1,Adverb,3,3
unreliable,Adjective,0.99,Adjective.Name,84.1,84
unreliably,Adverb,1,Adverb,1,1
unrelieved,Adjective,1,Adjective,1,1
unreligious,Adjective,1,Adjective,1,1
unremarkable,Adjective,1,Adjective,21,21
unremarked,Adjective,1,Adjective,1,1
unremembered,Adjective,1,Adjective,1,1
unremitting,Adjective,1,Adjective,3,3
unremittingly,Adverb,1,Adverb,2,2
unremorseful,Adjective,1,Adjective,1,1
unrenewed,Adjective,1,Adjective,1,1
unrepaired,Adjective,1,Adjective,1,1
unrepeatable,Adjective,1,Adjective,1,1
unrepentant,Adjective,1,Adjective,12,12
unrepentantly,Adverb,1,Adverb,1,1
unrepented,Adjective,1,Adjective,3,3
unreportable,Adjective,1,Adjective,1,1
unreported,Adjective,1,Adjective,9,9
unrepresented,Adjective,1,Adjective,2,2
unrequested,Adjective,1,Adjective,1,1
unrequited,Adjective,1,Adjective,22,22
unrescued,Adjective,1,Adjective,1,1
unreservedly,Adverb,1,Adverb,2,2
unresolved,Adjective,1,Adjective,42,42
unresponsive,Adjective,1,Adjective,36,36
unrest,Noun,1,Noun,52,52
unresting,Verb,1,Verb,1,1
unrestrained,Adjective,1,Adjective,7,7
unrestricted,Adjective,1,Adjective,11,11
unreturnable,Adjective,1,Adjective,1,1
unreturned,Adjective,1,Adjective,11,11
unrevealed,Adjective,1,Adjective,2,2
unrevealing,Adjective,1,Adjective,1,1
unrevenged,Adjective,1,Adjective,3,3
unrewarded,Adjective,1,Adjective,7,7
unrewarding,Adjective,1,Adjective,3,3
unrightable,Adjective,1,Adjective,1,1
unrighteous,Adjective,1,Adjective,7,7
unrighteousness,Noun,1,Noun,1,1
unring,Verb,1,Verb,3,3
unrinsed,Adjective,1,Adjective,2,2
unripe,Adjective,1,Adjective,2,2
unripened,Adjective,1,Adjective,1,1
unrisen,Adjective,1,Adjective,1,1
unrivaled,Adjective,1,Adjective,5,5
unrivalled,Adjective,1,Adjective,5,5
unroll,Verb,1,Verb,9,9
unrolled,Verb,1,Verb,6,6
unrolling,Verb,1,Verb,2,2
unrolls,Verb,1,Verb,2,2
unromantic,Adjective,0.96,Adjective.Noun,23.1,23
unrousable,Adjective,1,Adjective,1,1
unruffable,Adjective,1,Adjective,1,1
unruffle,Verb,1,Verb,1,1
unruffled,Adjective,1,Adjective,2,2
unruinable,Adjective,1,Adjective,1,1
unruly,Adjective,1,Adjective,36,36
unrung,Verb,1,Verb,1,1
uns,Unclassified,1,Unclassified,39,39
unsacrificed,Adjective,1,Adjective,1,1
unsaddle,Verb,1,Verb,2,2
unsaddled,Adjective,1,Adjective,2,2
unsafe,Adjective,1,Adjective,77,77
unsafer,Adjective,1,Adjective,1,1
unsaid,Verb,0.86,Verb.Adjective,32.5,32
unsalted,Adjective,1,Adjective,3,3
unsalvageable,Adjective,1,Adjective,1,1
unsanctified,Adjective,1,Adjective,4,4
unsanctioned,Adjective,1,Adjective,2,2
unsanitary,Adjective,0.81,Adjective.Noun,17.4,17
unsatisfactory,Adjective,1,Adjective,18,18
unsatisfied,Adjective,1,Adjective,28,28
unsatisfying,Verb,0.71,Verb.Adjective.Noun,10.3.1,10
unsaturated,Adjective,1,Adjective,1,1
unsaved,Adjective,1,Adjective,2,2
unsavory,Adjective,0.85,Adjective.Noun,33.6,33
unsavoury,Adjective,1,Adjective,7,7
unsay,Verb,1,Verb,1,1
unscannable,Adjective,1,Adjective,4,4
unscathed,Adjective,1,Adjective,19,19
unscented,Adjective,1,Adjective,3,3
unscheduled,Adjective,1,Adjective,30,30
unschooled,Adjective,1,Adjective,3,3
unscientific,Adjective,1,Adjective,11,11
unscramble,Verb,1,Verb,10,10
unscrambled,Adjective,1,Adjective,3,3
unscrambler,Noun,1,Noun,1,1
unscrambles,Verb,1,Verb,2,2
unscrambling,Verb,1,Verb,1,1
unscreened,Adjective,1,Adjective,1,1
unscrew,Verb,1,Verb,25,25
unscrewed,Verb,1,Verb,8,8
unscrewing,Verb,1,Verb,5,5
unscrews,Verb,1,Verb,2,2
unscripted,Adjective,1,Adjective,3,3
unscrupulous,Adjective,1,Adjective,29,29
unseal,Verb,1,Verb,4,4
unsealed,Verb,1,Verb,4,4
unsealing,Verb,1,Verb,2,2
unseamed,Adjective,1,Adjective,1,1
unsearchable,Adjective,1,Adjective,1,1
unseasonable,Adjective,1,Adjective,4,4
unseasonably,Adverb,1,Adverb,5,5
unseasoned,Adjective,1,Adjective,1,1
unseat,Verb,1,Verb,3,3
unseated,Verb,1,Verb,2,2
unsecured,Adjective,1,Adjective,9,9
unsee,Noun,1,Noun,2,2
unseeing,Adjective,1,Adjective,1,1
unseemingly,Adverb,1,Adverb,1,1
unseemliness,Noun,1,Noun,1,1
unseemly,Adverb,0.68,Adverb.Adjective,17.8,17
unseen,Adjective,1,Adjective,111,111
unselfconscious,Adjective,1,Adjective,1,1
unselfish,Adjective,1,Adjective,44,44
unselfishly,Adverb,1,Adverb,8,8
unselfishness,Noun,1,Noun,1,1
unsentimental,Adjective,1,Adjective,3,3
unserious,Adjective,1,Adjective,3,3
unset,Verb,1,Verb,1,1
unsettle,Verb,1,Verb,3,3
unsettled,Verb,0.51,Verb.Adjective,18.17,18
unsettlement,Noun,1,Noun,2,2
unsettles,Verb,1,Verb,1,1
unsettling,Verb,0.51,Verb.Adjective.Noun,21.15.5,21
unsex,Verb,1,Verb,2,2
unshackle,Verb,1,Verb,2,2
